From,To,Time
46,52,2010-02-02 08:26:14
22,0,2010-02-02 09:00:05
40,7,2010-02-02 11:55:13
41,22,2010-02-03 07:33:33
41,38,2010-02-03 07:33:33
31,9,2010-02-03 07:47:12
35,31,2010-02-03 09:41:24
1,57,2010-02-03 09:42:03
32,55,2010-02-03 10:40:25
39,15,2010-02-03 11:59:42
11,73,2010-02-03 12:21:27
22,50,2010-02-03 13:01:39
53,73,2010-02-03 13:45:05
62,42,2010-02-04 07:20:05
17,5,2010-02-04 08:14:12
22,32,2010-02-04 08:15:02
53,42,2010-02-04 08:16:40
21,57,2010-02-04 08:28:38
4,3,2010-02-04 09:41:08
23,22,2010-02-04 10:53:41
47,68,2010-02-04 13:02:17
13,43,2010-02-04 13:25:06
55,46,2010-02-04 13:34:10
17,30,2010-02-05 07:01:59
23,29,2010-02-05 13:59:03
0,64,2010-02-08 08:55:05
3,67,2010-02-08 09:49:05
21,67,2010-02-08 11:28:29
13,21,2010-02-09 08:45:34
43,21,2010-02-09 10:59:44
13,70,2010-02-10 07:26:54
43,35,2010-02-10 11:05:50
31,58,2010-02-10 11:56:18
8,47,2010-02-10 12:31:32
28,14,2010-02-10 13:04:16
17,43,2010-02-10 13:25:23
22,47,2010-02-11 08:36:58
14,25,2010-02-11 10:25:31
31,22,2010-02-11 10:25:59
55,66,2010-02-11 13:44:34
55,2,2010-02-11 13:44:34
55,64,2010-02-11 13:44:34
28,3,2010-02-11 14:29:40
28,30,2010-02-11 14:30:17
51,22,2010-02-12 08:52:26
64,46,2010-02-12 09:50:12
62,2,2010-02-12 10:15:02
42,14,2010-02-12 11:28:28
1,41,2010-02-12 11:55:57
43,68,2010-02-12 12:01:30
70,31,2010-02-12 12:20:37
22,17,2010-02-12 13:12:36
22,55,2010-02-12 13:12:36
22,38,2010-02-12 13:12:36
41,66,2010-02-15 07:10:13
41,65,2010-02-15 07:10:13
51,19,2010-02-15 07:52:58
17,67,2010-02-15 08:26:42
2,63,2010-02-15 08:36:30
32,42,2010-02-15 09:35:35
31,4,2010-02-15 09:57:56
5,69,2010-02-15 10:51:05
67,43,2010-02-15 10:51:48
14,63,2010-02-15 11:41:52
70,7,2010-02-15 13:14:37
63,59,2010-02-15 13:47:15
63,34,2010-02-15 13:47:15
63,69,2010-02-15 13:47:15
38,21,2010-02-15 13:47:54
21,42,2010-02-15 13:50:11
41,59,2010-02-15 13:58:18
41,34,2010-02-15 13:59:04
19,28,2010-02-16 05:42:24
47,18,2010-02-16 13:07:05
47,26,2010-02-16 14:18:09
68,72,2010-02-16 14:56:53
68,73,2010-02-16 14:56:53
72,14,2010-02-17 09:25:39
22,9,2010-02-17 10:35:07
12,60,2010-02-17 12:22:47
31,38,2010-02-18 08:06:46
70,62,2010-02-19 07:19:18
70,47,2010-02-19 09:22:51
0,19,2010-02-19 11:26:48
0,33,2010-02-19 11:26:48
0,61,2010-02-19 11:26:48
0,50,2010-02-19 11:26:48
0,54,2010-02-19 11:26:48
0,27,2010-02-19 11:26:48
0,30,2010-02-19 11:26:48
0,28,2010-02-19 11:26:48
0,39,2010-02-19 11:26:48
0,62,2010-02-19 11:26:48
0,47,2010-02-19 11:26:48
0,59,2010-02-19 11:26:48
0,20,2010-02-19 11:26:48
0,46,2010-02-19 11:26:48
0,66,2010-02-19 11:26:48
0,52,2010-02-19 11:26:48
0,24,2010-02-19 11:26:48
0,29,2010-02-19 11:26:48
0,60,2010-02-19 11:26:48
0,26,2010-02-19 11:26:48
0,42,2010-02-19 11:26:48
0,51,2010-02-19 11:26:48
0,63,2010-02-19 11:26:48
0,40,2010-02-19 11:26:48
0,48,2010-02-19 11:26:48
0,23,2010-02-19 11:26:48
0,41,2010-02-19 11:26:48
0,71,2010-02-19 11:26:48
0,70,2010-02-19 11:26:48
0,31,2010-02-19 11:26:48
0,65,2010-02-19 11:26:48
0,25,2010-02-19 11:26:48
0,38,2010-02-19 11:26:48
65,43,2010-02-19 12:03:24
23,38,2010-02-22 08:28:38
23,4,2010-02-22 08:28:38
23,17,2010-02-22 08:28:38
38,14,2010-02-22 14:14:41
13,1,2010-02-23 07:39:35
25,50,2010-02-23 13:34:40
19,63,2010-02-24 06:29:59
46,18,2010-02-24 10:02:32
39,26,2010-02-24 10:29:30
12,57,2010-02-24 10:51:41
13,55,2010-02-24 12:06:57
13,52,2010-02-24 12:06:57
13,4,2010-02-24 12:06:57
13,14,2010-02-24 12:06:57
13,49,2010-02-24 12:06:57
49,56,2010-02-24 13:02:59
49,16,2010-02-24 15:13:42
67,54,2010-02-25 11:56:25
17,57,2010-02-25 13:05:37
41,67,2010-02-26 06:41:23
41,68,2010-02-26 06:41:23
40,22,2010-02-26 08:57:56
42,43,2010-02-26 09:32:38
46,51,2010-02-26 11:27:34
51,7,2010-03-01 07:45:13
71,35,2010-03-01 08:37:59
31,66,2010-03-01 08:43:32
66,25,2010-03-02 09:20:15
72,73,2010-03-02 11:42:56
64,21,2010-03-02 14:29:04
61,30,2010-03-03 06:51:01
33,38,2010-03-03 06:58:41
73,17,2010-03-03 07:34:14
31,43,2010-03-03 08:06:38
30,35,2010-03-03 08:24:47
59,65,2010-03-03 10:45:07
31,41,2010-03-03 13:52:20
29,3,2010-03-04 12:19:23
24,19,2010-03-04 13:31:48
30,57,2010-03-05 06:21:07
30,21,2010-03-05 06:22:25
30,32,2010-03-05 06:24:26
30,56,2010-03-05 06:26:16
3,7,2010-03-05 07:12:50
67,33,2010-03-05 10:02:25
53,72,2010-03-05 13:06:00
3,39,2010-03-08 07:04:42
49,55,2010-03-08 13:18:51
38,50,2010-03-08 14:22:38
33,72,2010-03-09 07:17:37
38,72,2010-03-09 07:31:45
49,58,2010-03-09 07:57:38
49,60,2010-03-09 07:57:38
49,57,2010-03-09 07:57:38
49,43,2010-03-09 07:57:38
49,42,2010-03-09 07:57:38
49,29,2010-03-09 07:57:38
49,24,2010-03-09 07:57:38
49,21,2010-03-09 07:57:38
49,31,2010-03-09 07:57:38
5,56,2010-03-09 08:39:46
5,34,2010-03-09 08:39:46
29,9,2010-03-09 09:27:21
1,17,2010-03-09 09:42:07
1,70,2010-03-09 09:42:07
1,56,2010-03-09 09:42:07
1,43,2010-03-09 09:42:07
13,24,2010-03-09 09:45:12
21,69,2010-03-09 10:16:05
63,25,2010-03-09 12:32:39
4,68,2010-03-09 13:21:55
4,35,2010-03-09 13:21:55
4,38,2010-03-09 13:21:55
4,28,2010-03-09 13:21:55
4,30,2010-03-09 13:21:55
4,51,2010-03-09 13:21:55
4,17,2010-03-09 13:21:55
9,54,2010-03-09 14:23:34
9,19,2010-03-09 14:23:34
9,32,2010-03-09 14:23:34
9,18,2010-03-09 14:23:34
9,57,2010-03-09 14:23:34
9,28,2010-03-09 14:23:34
9,45,2010-03-09 14:23:34
9,17,2010-03-09 14:23:34
9,55,2010-03-09 14:23:34
2,46,2010-03-10 07:33:34
57,70,2010-03-10 07:56:42
42,58,2010-03-10 08:40:56
34,7,2010-03-10 11:40:06
43,52,2010-03-10 11:47:07
2,39,2010-03-11 07:46:40
43,55,2010-03-11 08:27:07
19,42,2010-03-11 10:39:12
68,65,2010-03-11 10:48:16
3,16,2010-03-12 06:54:48
47,17,2010-03-12 08:25:42
20,56,2010-03-12 12:15:16
15,22,2010-03-15 05:51:26
13,53,2010-03-15 08:13:37
68,16,2010-03-15 09:41:59
55,65,2010-03-15 13:25:56
52,16,2010-03-16 08:10:21
17,40,2010-03-16 12:22:33
7,41,2010-03-16 12:37:02
64,16,2010-03-17 08:02:45
22,21,2010-03-17 11:26:35
16,67,2010-03-17 11:56:16
13,66,2010-03-17 13:25:07
46,35,2010-03-18 09:38:41
56,9,2010-03-19 08:19:20
56,19,2010-03-19 08:19:20
28,2,2010-03-19 08:26:10
28,32,2010-03-19 08:26:10
28,23,2010-03-19 08:26:10
28,20,2010-03-19 08:26:10
28,47,2010-03-19 08:26:10
34,16,2010-03-19 08:57:55
34,4,2010-03-19 08:57:55
34,33,2010-03-19 08:57:55
34,32,2010-03-19 08:57:55
34,14,2010-03-19 08:57:55
34,11,2010-03-19 08:57:55
34,54,2010-03-19 08:57:55
34,27,2010-03-19 08:57:55
34,72,2010-03-19 08:57:55
34,20,2010-03-19 08:57:55
34,66,2010-03-19 08:57:55
34,18,2010-03-19 08:57:55
34,9,2010-03-19 08:57:55
34,22,2010-03-19 08:57:55
34,73,2010-03-19 08:57:55
34,59,2010-03-19 08:57:55
34,64,2010-03-19 08:57:55
34,39,2010-03-19 08:57:55
34,53,2010-03-19 08:57:55
34,62,2010-03-19 08:57:55
34,15,2010-03-19 08:57:55
34,1,2010-03-19 08:57:55
34,28,2010-03-19 08:57:55
34,65,2010-03-19 08:57:55
34,10,2010-03-19 08:57:55
34,67,2010-03-19 08:57:55
34,30,2010-03-19 08:57:55
34,24,2010-03-19 08:57:55
34,42,2010-03-19 08:57:55
34,13,2010-03-19 08:57:55
34,8,2010-03-19 08:57:55
34,35,2010-03-19 08:57:55
34,68,2010-03-19 08:57:55
34,57,2010-03-19 08:57:55
34,46,2010-03-19 08:57:55
34,69,2010-03-19 08:57:55
34,43,2010-03-19 08:57:55
34,60,2010-03-19 08:57:55
34,21,2010-03-19 08:57:55
34,40,2010-03-19 08:57:55
34,48,2010-03-19 08:57:55
34,23,2010-03-19 08:57:55
34,71,2010-03-19 08:57:55
34,70,2010-03-19 08:57:55
34,51,2010-03-19 08:57:55
34,55,2010-03-19 08:57:55
34,58,2010-03-19 08:57:55
34,31,2010-03-19 08:57:55
34,25,2010-03-19 08:57:55
34,47,2010-03-19 08:57:55
34,56,2010-03-19 08:57:55
34,38,2010-03-19 08:57:55
72,13,2010-03-19 11:33:38
72,64,2010-03-19 11:33:38
72,8,2010-03-19 11:33:38
17,70,2010-03-22 13:56:04
35,17,2010-03-22 14:00:11
1,62,2010-03-23 07:56:13
12,70,2010-03-24 06:34:30
69,68,2010-03-24 08:43:50
14,39,2010-03-24 14:15:35
62,48,2010-03-25 13:54:45
27,59,2010-03-26 09:03:01
6,49,2010-03-26 09:58:45
14,35,2010-03-26 14:18:54
26,7,2010-03-27 22:08:14
26,4,2010-03-27 22:08:14
17,8,2010-03-29 13:38:50
47,16,2010-03-29 14:05:39
46,16,2010-03-29 15:09:50
61,17,2010-03-30 10:46:01
13,16,2010-03-31 06:55:20
16,17,2010-03-31 08:21:52
20,17,2010-03-31 08:47:34
46,3,2010-03-31 09:51:52
46,4,2010-03-31 09:51:52
46,61,2010-03-31 09:51:52
46,33,2010-03-31 09:51:52
46,6,2010-03-31 09:51:52
46,25,2010-03-31 09:51:52
46,19,2010-03-31 09:51:52
46,14,2010-03-31 09:51:52
46,11,2010-03-31 09:51:52
46,22,2010-03-31 09:51:52
46,27,2010-03-31 09:51:52
46,50,2010-03-31 09:51:52
46,30,2010-03-31 09:51:52
46,10,2010-03-31 09:51:52
46,15,2010-03-31 09:51:52
46,65,2010-03-31 09:51:52
46,9,2010-03-31 09:51:52
46,73,2010-03-31 09:51:52
46,5,2010-03-31 09:51:52
46,59,2010-03-31 09:51:52
46,66,2010-03-31 09:51:52
46,53,2010-03-31 09:51:52
46,62,2010-03-31 09:51:52
46,28,2010-03-31 09:51:52
46,63,2010-03-31 09:51:52
46,32,2010-03-31 09:51:52
46,40,2010-03-31 09:51:52
46,60,2010-03-31 09:51:52
46,42,2010-03-31 09:51:52
46,72,2010-03-31 09:51:52
46,13,2010-03-31 09:51:52
46,48,2010-03-31 09:51:52
46,41,2010-03-31 09:51:52
46,21,2010-03-31 09:51:52
46,24,2010-03-31 09:51:52
46,23,2010-03-31 09:51:52
46,8,2010-03-31 09:51:52
46,71,2010-03-31 09:51:52
46,70,2010-03-31 09:51:52
46,56,2010-03-31 09:51:52
46,7,2010-03-31 09:51:52
46,31,2010-03-31 09:51:52
46,38,2010-03-31 09:51:52
46,43,2010-03-31 09:51:52
46,57,2010-03-31 09:51:52
73,58,2010-03-31 10:25:27
13,65,2010-03-31 11:25:02
28,48,2010-03-31 12:04:30
28,7,2010-03-31 12:04:30
69,28,2010-04-01 07:06:27
73,16,2010-04-01 08:47:20
3,54,2010-04-01 10:07:48
3,33,2010-04-01 10:07:48
71,49,2010-04-01 10:11:37
21,20,2010-04-01 10:11:46
28,35,2010-04-01 11:45:29
18,67,2010-04-01 12:47:37
18,68,2010-04-01 12:47:37
41,20,2010-04-01 14:14:04
41,57,2010-04-01 14:14:04
41,58,2010-04-01 14:14:04
22,72,2010-04-02 07:47:17
22,12,2010-04-02 07:47:17
22,27,2010-04-02 07:47:17
22,14,2010-04-02 07:47:17
22,6,2010-04-02 07:47:17
22,4,2010-04-02 07:47:17
22,3,2010-04-02 07:47:17
22,67,2010-04-02 07:47:17
22,62,2010-04-02 07:47:17
22,30,2010-04-02 07:47:17
22,1,2010-04-02 07:47:17
22,69,2010-04-02 07:47:17
22,42,2010-04-02 07:47:17
22,7,2010-04-02 07:47:17
22,29,2010-04-02 07:47:17
22,35,2010-04-02 07:47:17
25,41,2010-04-06 07:32:06
55,38,2010-04-07 12:07:02
33,17,2010-04-07 12:45:50
29,12,2010-04-08 08:10:58
31,21,2010-04-09 08:07:43
31,61,2010-04-12 08:58:07
31,17,2010-04-13 09:16:36
13,61,2010-04-13 09:59:04
3,56,2010-04-14 07:29:54
3,32,2010-04-14 07:29:54
70,10,2010-04-14 08:01:58
42,17,2010-04-14 11:27:07
15,6,2010-04-14 11:48:18
58,39,2010-04-14 13:06:05
39,7,2010-04-16 06:30:14
39,64,2010-04-16 06:30:14
39,16,2010-04-16 06:30:14
14,47,2010-04-16 10:00:29
7,65,2010-04-16 13:03:49
61,65,2010-04-19 12:51:59
66,30,2010-04-19 12:55:12
66,17,2010-04-19 12:55:12
17,39,2010-04-19 13:17:54
41,71,2010-04-20 11:55:50
41,72,2010-04-20 11:55:50
41,73,2010-04-20 11:55:50
68,39,2010-04-20 13:55:13
53,31,2010-04-20 14:26:35
1,39,2010-04-21 12:34:31
63,32,2010-04-22 11:07:30
1,73,2010-04-22 11:15:27
38,67,2010-04-22 11:51:45
39,71,2010-04-23 08:13:34
39,73,2010-04-23 08:13:34
39,72,2010-04-23 08:13:34
28,70,2010-04-23 09:21:15
53,65,2010-04-26 14:37:16
19,39,2010-04-27 08:33:26
55,72,2010-04-27 08:49:36
39,67,2010-04-27 08:50:37
53,66,2010-04-27 11:23:33
43,14,2010-04-27 11:30:24
6,4,2010-04-27 13:26:41
33,45,2010-04-28 06:59:14
62,10,2010-04-28 12:41:00
28,58,2010-04-29 02:36:27
58,12,2010-04-29 09:27:00
67,7,2010-04-29 13:17:22
17,7,2010-04-29 13:30:59
17,65,2010-04-29 13:30:59
1,71,2010-04-30 08:56:47
1,12,2010-04-30 08:56:47
49,8,2010-05-04 08:56:29
3,8,2010-05-04 14:02:00
10,73,2010-05-05 10:02:02
48,52,2010-05-05 13:51:17
41,39,2010-05-06 11:44:27
41,51,2010-05-06 11:44:27
41,60,2010-05-06 11:44:27
41,40,2010-05-06 11:44:27
3,18,2010-05-07 10:43:45
41,52,2010-05-10 07:04:37
50,12,2010-05-10 08:28:22
52,5,2010-05-11 08:15:43
52,40,2010-05-11 08:15:43
52,7,2010-05-11 08:21:10
52,58,2010-05-11 08:21:10
1,8,2010-05-11 14:01:57
1,64,2010-05-11 14:01:57
13,62,2010-05-13 07:02:35
5,2,2010-05-13 10:21:30
68,40,2010-05-13 12:11:36
68,56,2010-05-13 12:27:26
49,73,2010-05-13 15:35:09
13,2,2010-05-17 10:48:11
3,48,2010-05-17 14:18:24
21,14,2010-05-17 15:45:42
59,30,2010-05-17 16:05:21
59,50,2010-05-17 16:05:21
59,61,2010-05-17 16:05:21
4,12,2010-05-17 16:05:27
4,27,2010-05-17 16:05:27
59,32,2010-05-17 16:15:09
29,67,2010-05-17 17:45:25
29,17,2010-05-17 17:45:25
29,65,2010-05-17 17:45:25
29,66,2010-05-17 17:45:25
52,65,2010-05-20 15:23:16
68,7,2010-05-20 16:05:33
21,55,2010-05-24 12:40:55
62,17,2010-05-25 07:58:58
17,25,2010-05-25 08:21:38
47,2,2010-05-28 12:18:28
47,7,2010-05-28 12:18:28
8,7,2010-05-31 12:56:48
8,25,2010-05-31 12:56:48
66,14,2010-05-31 13:10:23
66,4,2010-05-31 13:10:23
64,41,2010-06-01 08:37:31
52,50,2010-06-01 08:52:24
66,7,2010-06-01 13:51:45
57,55,2010-06-07 08:15:10
21,26,2010-06-07 11:15:54
31,12,2010-06-07 11:47:30
12,59,2010-06-08 07:53:39
14,7,2010-06-08 08:27:25
32,19,2010-06-08 10:35:10
66,12,2010-06-09 09:38:53
52,8,2010-06-09 10:39:18
43,15,2010-06-09 10:50:39
43,25,2010-06-09 10:50:39
43,23,2010-06-09 10:50:39
43,7,2010-06-09 10:50:39
43,12,2010-06-09 10:50:39
43,2,2010-06-09 10:50:39
7,16,2010-06-09 12:44:13
66,39,2010-06-10 13:38:54
39,50,2010-06-11 09:24:38
39,65,2010-06-11 09:24:38
53,41,2010-06-14 08:52:39
8,38,2010-06-14 09:20:05
30,71,2010-06-14 10:26:20
43,9,2010-06-14 11:04:06
16,65,2010-06-15 08:59:49
70,24,2010-06-15 13:41:46
24,71,2010-06-16 06:33:52
47,39,2010-06-17 10:28:55
68,25,2010-06-18 10:18:11
52,17,2010-06-18 11:32:05
53,61,2010-06-21 11:00:12
10,14,2010-06-22 09:11:27
10,53,2010-06-22 09:11:27
1,33,2010-06-23 10:24:39
1,54,2010-06-23 10:24:39
1,24,2010-06-23 10:24:39
1,16,2010-06-23 10:24:39
33,12,2010-06-23 12:43:59
53,70,2010-06-23 14:38:18
10,57,2010-06-24 08:58:50
56,35,2010-06-24 11:51:22
51,39,2010-06-25 07:48:47
52,35,2010-06-25 09:01:52
71,65,2010-06-25 11:03:26
49,9,2010-06-28 13:36:03
17,71,2010-06-29 07:31:41
49,3,2010-06-29 07:52:45
49,15,2010-06-29 07:52:45
45,50,2010-06-30 11:57:34
23,71,2010-07-01 13:23:28
11,4,2010-07-02 07:09:34
52,73,2010-07-02 11:28:50
13,35,2010-07-06 11:51:03
48,64,2010-07-09 07:09:25
3,72,2010-07-09 07:30:05
48,16,2010-07-09 07:39:56
21,71,2010-07-09 07:54:10
11,55,2010-07-13 08:12:18
62,50,2010-07-14 10:49:13
39,11,2010-07-15 08:29:59
65,51,2010-07-15 09:20:25
53,52,2010-07-19 10:44:52
38,52,2010-07-19 14:09:32
2,15,2010-07-20 13:19:56
30,14,2010-07-21 08:32:43
30,2,2010-07-21 08:32:43
8,6,2010-07-21 10:06:07
59,24,2010-07-23 11:25:09
64,70,2010-07-26 08:46:50
2,54,2010-07-26 10:11:59
14,24,2010-07-27 08:25:48
73,66,2010-07-27 10:16:30
68,70,2010-07-27 11:32:39
3,51,2010-07-28 09:08:57
58,29,2010-07-28 12:06:53
43,29,2010-07-28 13:21:48
47,43,2010-07-29 07:27:44
43,73,2010-07-29 13:37:12
12,30,2010-07-30 09:18:15
3,9,2010-08-01 15:31:50
24,4,2010-08-02 09:30:17
70,39,2010-08-02 11:58:26
59,26,2010-08-02 18:03:38
51,33,2010-08-04 10:07:45
39,42,2010-08-04 13:04:15
1,66,2010-08-06 10:47:08
68,42,2010-08-06 11:02:47
68,5,2010-08-10 13:41:52
69,18,2010-08-11 08:17:05
32,7,2010-08-11 08:41:32
32,47,2010-08-11 08:41:32
47,66,2010-08-11 08:42:37
62,47,2010-08-11 09:24:04
48,47,2010-08-11 11:25:23
40,59,2010-08-11 12:14:28
40,25,2010-08-11 12:14:28
68,6,2010-08-13 09:49:09
68,48,2010-08-17 09:19:28
41,49,2010-08-17 12:04:03
25,35,2010-08-18 07:36:21
41,50,2010-08-18 11:52:02
11,10,2010-08-19 12:03:06
11,13,2010-08-19 12:03:06
11,64,2010-08-19 12:03:06
4,64,2010-08-19 12:25:40
68,35,2010-08-19 13:58:50
13,3,2010-08-20 07:45:26
14,73,2010-08-23 13:36:55
24,2,2010-08-24 13:21:02
24,7,2010-08-24 13:21:02
12,61,2010-08-25 10:09:21
10,64,2010-08-26 09:05:02
10,13,2010-08-26 09:05:02
14,64,2010-08-26 13:05:13
73,57,2010-08-30 15:20:24
33,50,2010-08-31 13:35:58
4,60,2010-09-01 11:44:39
57,58,2010-09-02 07:01:13
31,33,2010-09-02 08:19:57
50,61,2010-09-02 10:11:32
39,57,2010-09-03 07:27:47
4,57,2010-09-03 07:49:28
62,49,2010-09-06 08:23:54
42,55,2010-09-06 10:39:19
22,56,2010-09-07 07:56:34
58,35,2010-09-07 09:14:11
43,20,2010-09-07 13:43:10
11,57,2010-09-07 14:37:33
38,7,2010-09-09 07:54:41
51,25,2010-09-13 07:20:28
64,6,2010-09-13 11:01:44
3,40,2010-09-13 13:19:22
41,23,2010-09-14 12:54:10
28,52,2010-09-17 08:34:40
26,29,2010-09-17 09:40:27
59,2,2010-09-17 10:03:38
65,30,2010-09-20 10:18:13
15,56,2010-09-20 11:26:45
70,2,2010-09-20 14:37:22
60,13,2010-09-21 14:51:48
60,8,2010-09-23 09:52:11
70,60,2010-09-23 12:37:56
3,14,2010-09-28 07:35:49
3,53,2010-09-28 07:35:49
3,65,2010-09-28 11:34:44
57,8,2010-09-29 09:51:08
57,13,2010-09-29 09:51:08
57,64,2010-09-29 09:51:08
58,25,2010-09-30 07:57:47
32,73,2010-09-30 11:19:20
3,55,2010-09-30 12:13:08
